form,rtol,a1,a2,omega1,omega2,phi,N,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,35.0,35.0,81.2,162.4,1.5707963267948966,51,(-1.952794818210757e-09+1.402829070788758e-09j),(-9.987941914507692e-10-5.898527242935919e-11j),(-0.86656675025903-0.39906963753318564j),(-1.4105114663071072e-09+1.1518535136118002e-09j),(-1.2745250757562054e-09-6.340782883666e-11j),(-0.9221118397088838+0.19731254037372079j),(-1.2175108959205927e-09+1.5079587491889646e-10j),(-1.4242569172651098e-09-5.738841338968261e-11j),(-0.9655788997186168+0.21127019225438262j),(-1.683815316344539e-09-1.5331158469480966e-09j),(-1.401849204427097e-09-5.137260929992142e-11j)
DS-p,1e-11,35.0,35.0,81.3,162.6,1.5707963267948966,51,(-1.9690395876292843e-09+1.405210820100422e-09j),(-1.0128251935054289e-09-5.933415268036497e-11j),(-0.8668805204571772-0.3986552208944016j),(-1.4262620737226506e-09+1.1594333470740792e-09j),(-1.2878865057741606e-09-6.36410852702106e-11j),(-0.9222951243169664+0.1971134054147377j),(-1.2308434445273964e-09+1.5658209017582747e-10j),(-1.4368576866513605e-09-5.774287329749386e-11j),(-0.9656625201308994+0.2110206443571111j),(-1.70079653138977e-09-1.5379017876890333e-09j),(-1.4183639089615507e-09-5.1654464230830265e-11j)
DS-p,1e-11,35.0,35.0,81.4,162.8,1.5707963267948966,51,(-1.9069128741333596e-09+1.2497344704237578e-09j),(-1.0157593949983168e-09-5.3592470366574204e-11j),(-0.8671932038808392-0.39824155122908883j),(-1.3935802702785827e-09+9.729633934467408e-10j),(-1.29071358462296e-09-5.98848530093711e-11j),(-0.9224777734495051+0.1969146050361906j),(-1.239227668398124e-09+1.6017183499666965e-10j),(-1.3932712344955078e-09-5.202264173242384e-11j),(-0.9657458374065414+0.21077167217778583j),(-1.6790151005641185e-09-1.3933672297558597e-09j),(-1.4358265661498781e-09-4.840147543521543e-11j)
DS-p,1e-11,35.0,35.0,81.5,163.0,1.5707963267948966,51,(-1.9253468368229942e-09+1.2551619769582412e-09j),(-1.0314537401273638e-09-5.43282435881883e-11j),(-0.8675048054435256-0.3978286270496397j),(-1.4110551720125653e-09+9.853566053374951e-10j),(-1.3059263254122655e-09-6.041775801468916e-11j),(-0.9226597899964891+0.1967161387301313j),(-1.2562947869498853e-09+1.592154767401932e-10j),(-1.4045020511194162e-09-5.2768998551412696e-11j),(-0.9658288530121839+0.21052327378443167j),(-1.6972944230642106e-09-1.4004947028467551e-09j),(-1.4518842716623737e-09-4.8773635101369157e-11j)
DS-p,1e-11,35.0,35.0,81.6,163.2,1.5707963267948966,51,(-1.93579836882396e-09+1.247422513374341e-09j),(-1.0438106125970625e-09-5.4206684745011894e-11j),(-0.8678153300377807-0.39741644688009614j),(-1.4229779542185295e-09+9.802874471366574e-10j),(-1.3179170532673368e-09-6.037301100456403e-11j),(-0.9228411768164287+0.1965180059871001j),(-1.268156987407898e-09+1.656778490441435e-10j),(-1.4229282873506888e-09-5.2652781817470194e-11j),(-0.9659115683928762+0.21027544724307082j),(-1.7110053721069995e-09-1.3951177140619775e-09j),(-1.4679471605286154e-09-4.881556425942452e-11j)
DS-p,1e-11,35.0,35.0,81.7,163.4,1.5707963267948966,51,(-1.896110383287075e-09+1.129176315818603e-09j),(-1.0557917717174403e-09-5.0393424724512486e-11j),(-0.8681247825288225-0.39700500923346405j),(-1.4046586758326152e-09+8.376144122919371e-10j),(-1.3310075888672834e-09-5.791882147175044e-11j),(-0.9230219367522347+0.19632020629921113j),(-1.287173581263068e-09+1.5747935074028607e-10j),(-1.3131898866924896e-09-4.8862008657500946e-11j),(-0.9659939849838304+0.21002819062420375j),(-1.702392875974068e-09-1.2862619788722718e-09j),(-1.4848968140149243e-09-4.643787157027346e-11j)
DS-p,1e-11,35.0,35.0,81.8,163.6,1.5707963267948966,51,(-1.9131732136024038e-09+1.1411724759602393e-09j),(-1.064135264280952e-09-5.0952884339004174e-11j),(-0.868433167744526-0.3965943126497118j),(-1.4223018214576388e-09+8.513298937334879e-10j),(-1.3416386820952475e-09-5.817351609681992e-11j),(-0.9232020726452862+0.19612273916181103j),(-1.2990056044714926e-09+1.6738756214440542e-10j),(-1.3361734791522695e-09-4.942905052205079e-11j),(-0.9660761042284458+0.20978150203966286j),(-1.7213829632545252e-09-1.2983411628794683e-09j),(-1.5044701101238345e-09-4.690438184547379e-11j)
DS-p,1e-11,35.0,35.0,81.9,163.8,1.5707963267948966,51,(-1.932550123401322e-09+1.1538861437523917e-09j),(-1.0754798163148394e-09-5.149825647729232e-11j),(-0.8687404904998856-0.396184355617001j),(-1.4382333813484083e-09+8.66873989691791e-10j),(-1.353341126664187e-09-5.855968609429097e-11j),(-0.92338158730447+0.19592560403766407j),(-1.3103995787772105e-09+1.734088688615243e-10j),(-1.3546159593341711e-09-4.997347050687978e-11j),(-0.966157927541253+0.20953537955313237j),(-1.7387090378573333e-09-1.3125008727424281e-09j),(-1.5203425072704557e-09-4.736247215156719e-11j)
DS-p,1e-11,35.0,35.0,82.0,164.0,1.5707963267948966,51,(-1.9515936783287557e-09+1.1667622458466642e-09j),(-1.086532582655897e-09-5.201856245361712e-11j),(-0.8690467555761239-0.3957751366677823j),(-1.4539504773758427e-09+8.828332977856013e-10j),(-1.364545580695431e-09-5.891654511644816e-11j),(-0.9235604835311105+0.19572880042368912j),(-1.3211852618877362e-09+1.798911809444692e-10j),(-1.3722513021729998e-09-5.0493276392271945e-11j),(-0.966239456337951+0.20928982127868725j),(-1.7554510900463782e-09-1.3260821460012173e-09j),(-1.5357657636924649e-09-4.7797281874802525e-11j)
DS-p,1e-11,35.0,35.0,82.1,164.2,1.5707963267948966,51,(-1.969244260713321e-09+1.1774094112876332e-09j),(-1.0974042542744034e-09-5.2483125258753906e-11j),(-0.8693519677297792-0.39536665432116036j),(-1.4686815652531493e-09+8.96231114062146e-10j),(-1.3752500596653228e-09-5.925294570112183e-11j),(-0.923738764110345+0.19553232780293264j),(-1.3318932883671364e-09+1.8549667878120513e-10j),(-1.3901656249759586e-09-5.0957958812674483e-11j),(-0.9663206920247522+0.20904482532753624j),(-1.7714684961978033e-09-1.338131350517302e-09j),(-1.5507309091347676e-09-4.820391603290772e-11j)
DS-p,1e-11,35.0,35.0,82.2,164.4,1.5707963267948966,51,(-1.9602537960905497e-09+1.1401255972307012e-09j),(-1.1024055349140305e-09-5.136003450798914e-11j),(-0.869656131589666-0.39495890705195064j),(-1.470004774156708e-09+8.679466021767335e-10j),(-1.3818847802160583e-09-5.8065806644013746e-11j),(-0.92391643171683+0.1953361856360107j),(-1.3333823194877636e-09+2.007563013398106e-10j),(-1.3939130526913202e-09-4.985507628362351e-11j),(-0.9664016358915634+0.20880038979559387j),(-1.7748751288126918e-09-1.305217323110952e-09j),(-1.5621982093344533e-09-4.7541413270804314e-11j)
DS-p,1e-11,35.0,35.0,82.3,164.6,1.5707963267948966,51,(-1.9734186125497377e-09+1.1413714669575303e-09j),(-1.1131662206592674e-09-5.1508957654048625e-11j),(-0.8699592520627266-0.3945518934688689j),(-1.482117914508585e-09+8.702701489136933e-10j),(-1.391848969412024e-09-5.819899046709771e-11j),(-0.92409348929344+0.19514037344411525j),(-1.34448383849739e-09+2.0511017797403275e-10j),(-1.415696726514426e-09-5.0005605067598246e-11j),(-0.9664822895419773+0.20855651285605362j),(-1.7887701042607063e-09-1.3079284400321911e-09j),(-1.5768449939876361e-09-4.773060002817698e-11j)
DS-p,1e-11,35.0,35.0,82.4,164.8,1.5707963267948966,51,(-1.970932316658347e-09+1.1043722169395975e-09j),(-1.1254134811566896e-09-5.040902912396014e-11j),(-0.8702613337243781-0.39414561204764414j),(-1.4863885296201307e-09+8.308172275151016e-10j),(-1.404022259565707e-09-5.7416119494811574e-11j),(-0.9242699394880849+0.19494489067918688j),(-1.3573491948470906e-09+2.0932159824904595e-10j),(-1.6131843551953073e-09-4.891619849509052e-11j),(-0.9665626542516799+0.20831319262577322j),(-1.79656162169195e-09-1.274374854774718e-09j),(-1.5931919481598777e-09-4.7077324087425456e-11j)
DS-p,1e-11,35.0,35.0,82.5,165.0,1.5707963267948966,51,(-1.954823927730054e-09+1.0362207689129654e-09j),(-1.1381162748347329e-09-4.8344309475432575e-11j),(-0.8705623812330437-0.39374006130225186j),(-1.4834076501879512e-09+7.56033627629521e-10j),(-1.411567598919028e-09-5.5955880634613935e-11j),(-0.9244457850185147+0.19474973684102495j),(-1.3717491153392158e-09+2.1086200233805252e-10j),(-1.3723640748114496e-09-4.68689344578746e-11j),(-0.9666427313954317+0.20807042722782576j),(-1.798930702318069e-09-1.213034423776238e-09j),(-1.609834925954401e-09-4.57818899094449e-11j)
DS-p,1e-11,35.0,35.0,82.6,165.2,1.5707963267948966,51,(-1.9697259136253198e-09+1.0357127690208134e-09j),(-1.151344733094084e-09-4.849465480054851e-11j),(-0.8708623992166216-0.3933352397645927j),(-1.4977937189131207e-09+7.59012697745115e-10j),(-1.4236993459149083e-09-5.605355838123277e-11j),(-0.9246210286057941+0.19455491138271339j),(-1.3843947550828961e-09+2.1697309747492621e-10j),(-1.3944379245039995e-09-4.70226508556355e-11j),(-0.9667225223394619+0.20782821483782613j),(-1.8150952997564307e-09-1.2145064112387138e-09j),(-1.6266389433333694e-09-4.594864397250296e-11j)
DS-p,1e-11,35.0,35.0,82.7,165.4,1.5707963267948966,51,(-2.008471802067424e-09+1.0873184479523457e-09j),(-1.1649279561820602e-09-5.00785893586045e-11j),(-0.87116139228345-0.3929311459559309j),(-1.5180869079173265e-09+7.878735467856113e-10j),(-1.4130149481039744e-09-5.8125062124816207e-11j),(-0.9247956729282185+0.19436041378081176j),(-1.4094530560032625e-09+1.9591796761309066e-10j),(-1.4188871483994392e-09-4.8573433703227815e-11j),(-0.9668020284258866+0.2075865536046119j),(-1.842242552951845e-09-1.265061824393121e-09j),(-1.643760556488405e-09-4.725867344456304e-11j)
DS-p,1e-11,35.0,35.0,82.8,165.6,1.5707963267948966,51,(-2.0098300662629853e-09+1.0551120489463162e-09j),(-1.178949172661592e-09-4.917115849715041e-11j),(-0.8714593649911975-0.3925277783884528j),(-1.5246851819278318e-09+7.524891998574035e-10j),(-1.4257165933950766e-09-5.754962232008219e-11j),(-0.9249697206813604+0.19416624351627693j),(-1.4246070313000958e-09+1.979091482709472e-10j),(-1.4396917252107455e-09-4.7674362211113985e-11j),(-0.9668812510232676+0.20734544169784547j),(-1.852789453110626e-09-1.237027973978455e-09j),(-1.661071704663064e-09-4.672828458892372e-11j)
DS-p,1e-11,35.0,35.0,82.9,165.8,1.5707963267948966,51,(-2.0081131688054477e-09+1.0152446895325684e-09j),(-1.1933137464281707e-09-4.803419249511684e-11j),(-0.8717563219017274-0.39212513558913803j),(-1.5295643293611327e-09+7.080850220400614e-10j),(-1.43853094713986e-09-5.684126887400263e-11j),(-0.9251431745231319+0.19397240005815522j),(-1.4403863640016779e-09+1.9909063286860373e-10j),(-1.4625878147489502e-09-4.6547218472802925e-11j),(-0.9669601914637836+0.20710487729186733j),(-1.8622194168649298e-09-1.2017607005018749e-09j),(-1.678737522256557e-09-4.605588158380897e-11j)
DS-p,1e-11,35.0,35.0,83.0,166.0,1.5707963267948966,51,(-2.0094414257543214e-09+9.81119303855582e-10j),(-1.2081581672596098e-09-4.7078920331559326e-11j),(-0.8720522675424718-0.3917232160812035j),(-1.5364067986606278e-09+6.707370882666486e-10j),(-1.4517004612302209e-09-5.6243456420152e-11j),(-0.9253160371051449+0.19377888287616363j),(-1.4561286811737295e-09+2.0136645649537765e-10j),(-1.4849781369841164e-09-4.5600836530180665e-11j),(-0.9670388510812186+0.20686485856804293j),(-1.873080857084375e-09-1.171269354942328e-09j),(-1.6966535650378423e-09-4.5501994537569925e-11j)
DS-p,1e-11,35.0,35.0,83.1,166.2,1.5707963267948966,51,(-2.026491401768693e-09+9.811867759251802e-10j),(-1.223327205160385e-09-4.728050781100819e-11j),(-0.8723472064166083-0.39132201838722414j),(-1.5527125279968246e-09+6.749140543313437e-10j),(-1.4651478363880699e-09-5.6399855967870006e-11j),(-0.9254883110644504+0.1935856914417902j),(-1.4706765336797156e-09+2.0722678521073457e-10j),(-1.5068243736093834e-09-4.580554509667785e-11j),(-0.9671172312022435+0.20662538371859981j),(-1.8915266054853053e-09-1.1741281896390787e-09j),(-1.7149581069478281e-09-4.569481511015724e-11j)
DS-p,1e-11,35.0,35.0,83.2,166.4,1.5707963267948966,51,(-2.0701404167267068e-09+1.0143844063337237e-09j),(-1.2602072822776034e-09-4.7388282633205946e-11j),(-0.8726411430143529-0.3909215410286219j),(-1.5806344184909893e-09+7.238964115641178e-10j),(-1.492025974991762e-09-5.6570168763236564e-11j),(-0.9256599990339587+0.19339282521509665j),(-1.4723007934341892e-09+2.4785888532580236e-10j),(-1.5333025665115185e-09-4.587849011397996e-11j),(-0.9671953331561098+0.20638645093497507j),(-1.9211497913340647e-09-1.2130988722228175e-09j),(-1.7238524245219433e-09-4.656344643307287e-11j)
DS-p,1e-11,35.0,35.0,83.3,166.6,1.5707963267948966,51,(-2.0883908838364995e-09+1.0153192097836494e-09j),(-1.2763225771400544e-09-4.760435523555105e-11j),(-0.8729340817659468-0.39052178253646314j),(-1.5980959958139529e-09+7.304693052691269e-10j),(-1.5063061076237005e-09-5.6713925827901444e-11j),(-0.9258311035976964+0.1932002836800032j),(-1.48663766540158e-09+2.5591156190690745e-10j),(-1.5545301157438018e-09-4.609759893477399e-11j),(-0.9672731582274896+0.2061480584357898j),(-1.940461770433277e-09-1.2163578703289213e-09j),(-1.7426934357384072e-09-4.678388599096398e-11j)
DS-p,1e-11,35.0,35.0,83.4,166.8,1.5707963267948966,51,(-2.1123844513859513e-09+1.0188453431619893e-09j),(-1.2972860893162297e-09-4.7719096465299376e-11j),(-0.8732260269352503-0.390122741353705j),(-1.6209314238069261e-09+7.433321644843838e-10j),(-1.5254211296888975e-09-5.670531369365851e-11j),(-0.9260016271760417+0.19300806625633238j),(-1.5011117245056216e-09+2.739719536307139e-10j),(-1.5799771213576008e-09-4.621090920976601e-11j),(-0.967350707523222+0.20591020438342877j),(-1.9610361529087683e-09-1.2206989542448698e-09j),(-1.7628279001466463e-09-4.706342662747305e-11j)
DS-p,1e-11,35.0,35.0,83.5,167.0,1.5707963267948966,51,(-2.1292819694929133e-09+1.015646860884345e-09j),(-1.3136803485302995e-09-4.786297092669666e-11j),(-0.8735169832859985-0.38972441618138853j),(-1.6382517131069418e-09+7.469086365022304e-10j),(-1.5403197259344914e-09-5.6751996314167856e-11j),(-0.9261715727296927+0.19281617247484362j),(-1.5160517303353105e-09+2.8201924563014957e-10j),(-1.5989898571877603e-09-4.6360025767743825e-11j),(-0.9674279827612794+0.2056728871037754j),(-1.9799020270494516e-09-1.2215202608092945e-09j),(-1.7824344682518256e-09-4.71980789137044e-11j)
DS-p,1e-11,35.0,35.0,83.6,167.2,1.5707963267948966,51,(-2.1488459241159052e-09+1.0168624119816227e-09j),(-1.331025055797963e-09-4.809527586046437e-11j),(-0.8738069550146345-0.38932680543444065j),(-1.6566202038631461e-09+7.552193080975766e-10j),(-1.5555141619216784e-09-5.694490841050234e-11j),(-0.9263409426124009+0.192624601784398j),(-1.5312961072766473e-09+2.8949236324099514e-10j),(-1.6191236858198454e-09-4.65924490513296e-11j),(-0.9675049850027851+0.2054361047509523j),(-2.000228791626535e-09-1.2258640127299492e-09j),(-1.8016351405539255e-09-4.741667321578069e-11j)
DS-p,1e-11,35.0,35.0,83.7,167.4,1.5707963267948966,51,(-2.169025837411853e-09+1.0191929166944447e-09j),(-1.3483365726013607e-09-4.83924975314366e-11j),(-0.8740959464857265-0.3889299076589041j),(-1.6759666900817427e-09+7.647223110827939e-10j),(-1.5709766820748428e-09-5.711661254543238e-11j),(-0.9265097393908069+0.19243335363694078j),(-1.5464482298888083e-09+2.9888944617917357e-10j),(-1.639426918872977e-09-4.6893637750704054e-11j),(-0.9675817155379753+0.20519985557678636j),(-2.021396543205878e-09-1.2305522972128058e-09j),(-1.8218793114768705e-09-4.767409791103682e-11j)
DS-p,1e-11,35.0,35.0,83.8,167.6,1.5707963267948966,51,(-2.189320513074078e-09+1.0213060128508311e-09j),(-1.3658135993716014e-09-4.869466440542789e-11j),(-0.8743839620324639-0.38853372138273273j),(-1.695383129024508e-09+7.736975669511703e-10j),(-1.5864535241050248e-09-5.730957248618144e-11j),(-0.9266779656010387+0.1922424274949751j),(-1.5619751672635296e-09+3.0800881029718896e-10j),(-1.659541412277199e-09-4.7199364106239204e-11j),(-0.9676581756374377+0.2049641378253943j),(-2.0427501010167326e-09-1.2350617707365674e-09j),(-1.8423848193588332e-09-4.794036557811938e-11j)
DS-p,1e-11,35.0,35.0,83.9,167.8,1.5707963267948966,51,(-2.2099092347738214e-09+1.0232109144345247e-09j),(-1.383631351853376e-09-4.898277157424507e-11j),(-0.8746710059660687-0.38813824513583595j),(-1.715009832065073e-09+7.821767604269947e-10j),(-1.6021083765194177e-09-5.749834684695415e-11j),(-0.9268456237670409+0.19205182282008854j),(-1.5778963205481666e-09+3.1692049418802215e-10j),(-1.6795266687824606e-09-4.749113033377842e-11j),(-0.9677343665658732+0.20472894974828657j),(-2.0643618724169865e-09-1.2393866852949964e-09j),(-1.8631948614164506e-09-4.819481831010088e-11j)
DS-p,1e-11,35.0,35.0,84.0,168.0,1.5707963267948966,51,(-2.2307128089149586e-09+1.0250581000334491e-09j),(-1.401690808561229e-09-4.9275144734769214e-11j),(-0.8749570825742778-0.38774347744902404j),(-1.7348270459072168e-09+7.903529280692267e-10j),(-1.6179423356632583e-09-5.769450355986422e-11j),(-0.9270127163988622+0.19186153907293182j),(-1.5942306745564405e-09+3.256934253542676e-10j),(-1.6996802004037859e-09-4.778725710727088e-11j),(-0.9678102895805525+0.20449428960444146j),(-2.086254297789525e-09-1.243585551376214e-09j),(-1.8843281154173885e-09-4.8453409160599534e-11j)
DS-p,1e-11,35.0,35.0,84.1,168.2,1.5707963267948966,51,(-2.1938937611043485e-09+8.957877703497097e-10j),(-1.420136541349648e-09-4.5213576179134525e-11j),(-0.8752421961224662-0.3873494168543163j),(-1.7208553835384999e-09+6.406429488466092e-10j),(-1.6340344632936876e-09-5.507419087475019e-11j),(-0.9271792459888727+0.19167157571098412j),(-1.6176166482695375e-09+3.191744767788718e-10j),(-1.754877250459419e-09-4.3750642457816526e-11j),(-0.9678859459249357+0.20426015565997038j),(-2.0825495113119263e-09-1.124830360799134e-09j),(-1.905831241086342e-09-4.586876194069572e-11j)
DS-p,1e-11,35.0,35.0,84.2,168.4,1.5707963267948966,51,(-2.179521112199989e-09+8.236370899541989e-10j),(-1.4354594526921893e-09-4.2967870694717066e-11j),(-0.8755263508580048-0.38695606188641846j),(-1.7271511876942869e-09+5.571271386936583e-10j),(-1.6542560377086346e-09-5.371624783695133e-11j),(-0.9273452150318889+0.19148193219879087j),(-1.6442582885523027e-09+3.207366108815002e-10j),(-1.755167644904021e-09-4.152346045320815e-11j),(-0.9679613368583093+0.20402654618846228j),(-2.097241744852818e-09-1.0588728843394235e-09j),(-1.933259378972263e-09-4.4538436223336275e-11j)
DS-p,1e-11,35.0,35.0,84.3,168.6,1.5707963267948966,51,(-2.203208140233448e-09+8.280313231953662e-10j),(-1.455206155229205e-09-4.335815636143994e-11j),(-0.8758095509863176-0.38656341107546444j),(-1.7470115562523425e-09+5.664224965798437e-10j),(-1.6773322938923307e-09-5.403983138020627e-11j),(-0.9275106259843333+0.19129260799005673j),(-1.6609409403400832e-09+3.275343919695306e-10j),(-1.7743617373999765e-09-4.191438747479249e-11j),(-0.9680364635997386+0.20379345947132563j),(-2.119106463221998e-09-1.0652849635403583e-09j),(-1.9539572867696697e-09-4.485778067431944e-11j)
DS-p,1e-11,35.0,35.0,84.4,168.8,1.5707963267948966,51,(-2.2367762468611385e-09+8.292275329932486e-10j),(-1.4887837126303927e-09-4.3694831422516325e-11j),(-0.8760918006572884-0.3861714629337413j),(-1.7767186697575932e-09+5.758125603931574e-10j),(-1.705396331097564e-09-5.428858582920453e-11j),(-0.927675481254847+0.19110360253194408j),(-1.6858113481565962e-09+3.412190269919124e-10j),(-1.8070728628749588e-09-4.225019178099253e-11j),(-0.9681113273237458+0.2035608937836192j),(-2.149751460178706e-09-1.0695473942265443e-09j),(-1.980689929778623e-09-4.517103302868042e-11j)
DS-p,1e-11,35.0,35.0,84.5,169.0,1.5707963267948966,51,(-2.2585891872040076e-09+8.285287464784852e-10j),(-1.5087476372410702e-09-4.397512302749687e-11j),(-0.87637310415164-0.38578021604542684j),(-1.796941734300006e-09+5.83837517394159e-10j),(-1.7223073314753812e-09-5.4406690125641676e-11j),(-0.9278397834001507+0.19091491530606897j),(-1.7018048636963101e-09+3.5158617336938924e-10j),(-1.826814048991321e-09-4.2535966908521056e-11j),(-0.9681859293792081+0.20332884744856894j),(-2.1714650876025754e-09-1.0715669497562974e-09j),(-2.0022162972727076e-09-4.538561920362888e-11j)
DS-p,1e-11,35.0,35.0,84.6,169.2,1.5707963267948966,51,(-2.2804081956095956e-09+8.286870868332019e-10j),(-1.528126458705259e-09-4.417040990864626e-11j),(-0.8766534655420632-0.3853896689129614j),(-1.8173342206107002e-09+5.903892314265691e-10j),(-1.7391835402391642e-09-5.456179190657814e-11j),(-0.9280035347631742+0.19072654574966513j),(-1.719003574901512e-09+3.605476741816438e-10j),(-1.8466411802475768e-09-4.273895841689163e-11j),(-0.9682602708827065+0.203097318748857j),(-2.1940444600021536e-09-1.0748849059091792e-09j),(-2.023987753438372e-09-4.5616131121214946e-11j)
DS-p,1e-11,35.0,35.0,84.7,169.4,1.5707963267948966,51,(-2.302366675782652e-09+8.272544940735038e-10j),(-1.5486062640568399e-09-4.444542218855692e-11j),(-0.8769328890105375-0.3849998200968037j),(-1.8375705557877042e-09+5.961638296740623e-10j),(-1.7563266813125367e-09-5.472311274707631e-11j),(-0.928166737816637+0.19053849333082942j),(-1.7364359776450566e-09+3.689799585662734e-10j),(-1.866885056267531e-09-4.301822560595901e-11j),(-0.9683343531041503+0.20286630600582875j),(-2.2165211818747643e-09-1.0773995003446335e-09j),(-2.0461678029021213e-09-4.5828611317509244e-11j)
DS-p,1e-11,35.0,35.0,84.8,169.6,1.5707963267948966,51,(-2.324763451189149e-09+8.26051221348989e-10j),(-1.5694381280684233e-09-4.4713282881981814e-11j),(-0.8772113786357773-0.3846106681260128j),(-1.8581671479278583e-09+6.017282934943358e-10j),(-1.773715632702455e-09-5.488452735330871e-11j),(-0.9283293949356682+0.19035075749645664j),(-1.7542680225135499e-09+3.7739498678912575e-10j),(-1.8873440241207184e-09-4.3290392945299393e-11j),(-0.9684081772111727+0.20263580753071253j),(-2.239200456999324e-09-1.0793893929703091e-09j),(-2.0685684840385243e-09-4.603468265760149e-11j)
DS-p,1e-11,35.0,35.0,84.9,169.8,1.5707963267948966,51,(-2.34722939349008e-09+8.247777686515301e-10j),(-1.5903599947381108e-09-4.4988486142503635e-11j),(-0.8774889385015539-0.38422221154114844j),(-1.8788223806603943e-09+6.066365977261401e-10j),(-1.7911498673139903e-09-5.507739617880367e-11j),(-0.9284915085105279+0.1901633377003008j),(-1.7726427062325634e-09+3.851954345768238e-10j),(-1.9078804300298735e-09-4.356957115540816e-11j),(-0.9684817443958905+0.20240582164862506j),(-2.2622563058960488e-09-1.0817222126716097e-09j),(-2.0913036267999896e-09-4.6254069117596667e-11j)
DS-p,1e-11,35.0,35.0,85.0,170.0,1.5707963267948966,51,(-2.3698806771166314e-09+8.23377793029989e-10j),(-1.611521449271236e-09-4.525173604059255e-11j),(-0.8777655726706614-0.3838344488844006j),(-1.89971791596244e-09+6.111101863263968e-10j),(-1.8088054526410602e-09-5.526714441415524e-11j),(-0.9286530809191963+0.18997623339550374j),(-1.7914679913133558e-09+3.9285208679878947e-10j),(-1.9286166951654193e-09-4.383615984108898e-11j),(-0.968555055844626+0.20217634669061998j),(-2.285608050045518e-09-1.0838148763875344e-09j),(-2.1143309386281728e-09-4.646277821143526e-11j)
DS-p,1e-11,35.0,35.0,85.1,170.2,1.5707963267948966,51,(-2.39264624432578e-09+8.218395226508579e-10j),(-1.6327892024547985e-09-4.551236956492574e-11j),(-0.8780412851844979-0.383447378699184j),(-1.920670849794859e-09+6.150756882983277e-10j),(-1.8264727855155094e-09-5.5466124539197956e-11j),(-0.928814114527505+0.18978944403511502j),(-1.810577146543757e-09+4.001662569017017e-10j),(-1.949297084857804e-09-4.410040252770578e-11j),(-0.9686281127372179+0.20194738099538678j),(-2.3091587426915527e-09-1.0858655008147422e-09j),(-2.137524759623921e-09-4.66732159988739e-11j)
DS-p,1e-11,35.0,35.0,85.2,170.4,1.5707963267948966,51,(-2.4130662121257807e-09+8.2097542999926e-10j),(-1.6537418153633743e-09-4.540062860537085e-11j),(-0.878316079979328-0.3830609994950342j),(-1.933545486915156e-09+6.150152019601673e-10j),(-1.8366689696902583e-09-5.572960274815403e-11j),(-0.9289746115993363+0.1896029690523403j),(-1.8249471170350695e-09+3.9961527663334717e-10j),(-1.9617267133648086e-09-4.400425512334697e-11j),(-0.9687009161475997+0.20171892288715249j),(-2.3255319649140294e-09-1.094950846138032e-09j),(-2.151237142415663e-09-4.697048924360907e-11j)
DS-p,1e-11,35.0,35.0,85.3,170.6,1.5707963267948966,51,(-2.436005962919152e-09+8.202254144981658e-10j),(-1.674798877707162e-09-4.5665189522395044e-11j),(-0.8785899612202825-0.3826753098898364j),(-1.956020701313066e-09+6.190882116847984e-10j),(-1.8553991745773324e-09-5.5948381300325797e-11j),(-0.9291345746536064+0.18941680793591606j),(-1.845577728837311e-09+4.0740924262677725e-10j),(-1.9834360490827985e-09-4.427216175378464e-11j),(-0.9687734674408105+0.20149097075968828j),(-2.3508381630232833e-09-1.0968622416590579e-09j),(-2.1759991915976107e-09-4.718857521003853e-11j)
DS-p,1e-11,35.0,35.0,85.4,170.8,1.5707963267948966,51,(-2.458860930837359e-09+8.189650398809922e-10j),(-1.6959729037813176e-09-4.593069836611653e-11j),(-0.8788629328007044-0.3822903083945707j),(-1.9785650409720468e-09+6.223668130335425e-10j),(-1.8743182630953648e-09-5.617547769738538e-11j),(-0.9292940059284651+0.1892309601190364j),(-1.866792134069817e-09+4.144959714000307e-10j),(-2.005494459736412e-09-4.4540958022265633e-11j),(-0.9688457676765152+0.20126352295213332j),(-2.376542990178976e-09-1.099414346887595e-09j),(-2.2010475993899936e-09-4.7407633588841965e-11j)
DS-p,1e-11,35.0,35.0,85.5,171.0,1.5707963267948966,51,(-2.488416746965205e-09+8.159040934194173e-10j),(-1.7228501212468439e-09-4.6550520121648683e-11j),(-0.8791349986951361-0.3819059935655578j),(-2.012507289289589e-09+6.262589357687587e-10j),(-1.907087439356747e-09-5.6321191469277167e-11j),(-0.9294529077613796+0.18904542505695546j),(-1.897428165975601e-09+4.288329465834684e-10j),(-2.0419715762026724e-09-4.514880185091392e-11j),(-0.9689178180324194+0.20103657783542084j),(-2.4138964334341484e-09-1.0951510401660536e-09j),(-2.2425177314058797e-09-4.754663923030405e-11j)
DS-p,1e-11,35.0,35.0,85.6,171.2,1.5707963267948966,51,(-2.4939210939434187e-09+7.722407513802154e-10j),(-1.7451458854400581e-09-4.5396189784440226e-11j),(-0.8794061628014742-0.3815223639407955j),(-2.024616110180011e-09+5.792173316497562e-10j),(-1.926589526801692e-09-5.563724224715918e-11j),(-0.9296112824116625+0.1888602021887349j),(-1.9208102643164526e-09+4.3135228201818254e-10j),(-2.073795406232204e-09-4.4002606483051016e-11j),(-0.9689896196055575+0.20081013377163387j),(-2.431284423787261e-09-1.0566526421201816e-09j),(-2.2677215652175398e-09-4.6824111858081425e-11j)
